MSZoning,LotArea,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,SaleType,SaleCondition,SalePrice
RL,8944,1Story,5,1967,1967,TA,CBlock,TA,1584,Y,SBrkr,1584,2,4,2,8,0,3,TA,WD,Normal,124000
RL,7838,SFoyer,5,1967,1967,TA,CBlock,TA,864,Y,SBrkr,900,1,3,1,6,1,1,TA,WD,Normal,123000
RM,10800,1.5Fin,6,1905,2000,TA,BrkTil,Fa,482,N,SBrkr,1912,2,3,2,7,1,2,TA,WD,Normal,163000
RL,4045,1Story,7,2006,2006,Gd,PConc,Gd,1356,Y,SBrkr,1500,2,2,1,6,1,3,TA,New,Partial,246578
RL,12665,2Story,8,2005,2006,Gd,PConc,Gd,1094,Y,SBrkr,2482,2,4,1,9,1,3,TA,WD,Normal,281213
RL,57200,1Story,5,1948,1950,TA,CBlock,TA,747,Y,SBrkr,1687,1,3,1,7,2,2,TA,WD,Normal,160000
RM,6120,2Story,5,1920,2004,TA,BrkTil,TA,939,Y,SBrkr,1513,1,4,1,8,0,1,Fa,WD,Normal,137500
RL,7200,1.5Fin,5,1950,1982,TA,CBlock,TA,1208,Y,FuseA,1904,1,3,1,7,0,1,TA,WD,Normal,138000
RL,6171,1.5Fin,6,1925,1990,TA,BrkTil,TA,976,Y,SBrkr,1608,2,3,1,7,1,1,TA,WD,Normal,137450
RM,6000,1.5Fin,6,1929,1950,TA,BrkTil,TA,862,Y,SBrkr,1158,1,3,1,5,1,1,TA,WD,Normal,120000
RL,7415,2Story,6,2004,2004,TA,PConc,TA,839,Y,SBrkr,1593,2,3,1,8,1,2,TA,WD,Normal,193000
RL,6762,1Story,7,2006,2006,Gd,PConc,Gd,1286,Y,SBrkr,1294,2,2,1,6,1,2,TA,New,Partial,193879
RL,15256,1Story,8,2007,2007,Gd,PConc,Gd,1485,Y,SBrkr,1464,2,3,1,6,0,3,TA,WD,Normal,282922
RL,10410,1.5Fin,3,1915,1950,TA,PConc,TA,672,Y,SBrkr,1214,1,3,1,6,0,3,TA,WD,Family,105000
RM,3842,1Story,8,2004,2005,Gd,PConc,Ex,1594,Y,SBrkr,1646,2,2,1,5,1,2,TA,WD,Normal,275000
RL,8445,SFoyer,5,1972,2007,TA,CBlock,Gd,768,Y,SBrkr,768,1,2,1,5,0,2,TA,WD,Normal,133000
RL,8780,1Story,5,1985,1985,TA,CBlock,TA,833,Y,SBrkr,833,1,3,1,5,0,0,NA,WD,Normal,112000
RM,7740,2Story,4,1910,1950,TA,CBlock,Fa,622,Y,SBrkr,1363,1,3,1,6,0,2,TA,WD,Normal,125500
RL,20544,2Story,7,1986,1991,TA,CBlock,Gd,791,Y,SBrkr,2093,2,3,1,7,1,2,TA,WD,Normal,215000
RL,12420,2Story,7,2001,2001,Gd,PConc,Gd,944,Y,SBrkr,1840,2,3,1,6,0,2,TA,WD,Normal,230000
RL,9600,1.5Fin,6,1950,2005,TA,CBlock,TA,856,Y,SBrkr,1668,1,3,1,6,0,1,TA,WD,Normal,140000
RL,7200,1Story,4,1949,1950,TA,Slab,NA,0,N,FuseF,1040,2,2,2,6,0,2,TA,WD,Normal,90000
RL,10994,1Story,8,2005,2006,Gd,PConc,Gd,1844,Y,SBrkr,1844,2,2,1,7,1,2,TA,COD,Abnorml,257000
RL,13053,1.5Fin,6,1923,2000,TA,BrkTil,TA,833,Y,SBrkr,1848,1,4,1,8,1,2,TA,WD,Normal,207000
RL,3635,1Story,7,2007,2007,Gd,PConc,Gd,1386,Y,SBrkr,1569,2,1,1,7,1,3,TA,WD,Normal,175900
RM,11340,2Story,4,1885,1950,TA,PConc,TA,777,Y,SBrkr,2290,2,4,2,11,0,2,TA,WD,Normal,122500
RL,16545,2Story,8,1998,1998,Gd,PConc,Gd,1284,Y,SBrkr,2450,2,3,1,7,1,3,TA,WD,Normal,340000
RL,9204,1Story,5,1963,1963,TA,CBlock,TA,1144,Y,SBrkr,1144,1,3,1,6,0,1,TA,COD,Normal,124000
RL,16381,1Story,6,1969,1969,Gd,CBlock,TA,1844,Y,SBrkr,1844,2,3,1,7,1,2,TA,WD,Normal,223000
RL,11700,2Story,6,1968,1968,TA,CBlock,TA,708,Y,SBrkr,1416,2,3,1,7,1,2,TA,WD,Normal,179900
RL,4043,1Story,6,1977,1977,TA,CBlock,Gd,1069,Y,SBrkr,1069,2,2,1,4,1,2,TA,WD,Normal,127500
RM,4435,1Story,6,2003,2003,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,3,0,2,TA,WD,Normal,136500
RL,19690,SLvl,6,1966,1966,Gd,CBlock,Gd,697,Y,SBrkr,2201,2,4,1,8,1,2,Gd,WD,Alloca,274970
RL,9503,1Story,5,1958,1983,TA,CBlock,TA,1024,Y,SBrkr,1344,1,2,1,6,1,1,TA,WD,Normal,144000
RL,10721,1Story,6,1959,1959,Gd,CBlock,TA,1252,Y,SBrkr,1252,1,3,1,7,0,2,TA,WD,Normal,142000
RL,10944,2Story,7,1994,1994,Gd,PConc,Gd,1223,Y,SBrkr,2127,2,3,1,5,2,2,TA,WD,Normal,271000
RL,10930,1.5Fin,5,1945,1950,TA,CBlock,TA,913,Y,FuseA,1558,1,3,1,6,1,1,TA,WD,Normal,140000
RM,7200,1Story,5,1940,1992,TA,CBlock,TA,788,Y,SBrkr,804,1,2,1,4,2,1,TA,WD,Abnorml,119000
RL,12546,1Story,6,1981,1981,Gd,CBlock,Gd,1440,Y,SBrkr,1440,2,3,1,7,1,2,TA,WD,Normal,182900
RL,21930,2Story,5,2005,2005,Gd,PConc,Gd,732,Y,SBrkr,1838,2,4,1,7,1,2,TA,WD,Normal,192140
RL,4928,1Story,6,1976,1976,TA,CBlock,Gd,958,Y,SBrkr,958,2,2,1,5,0,2,TA,WD,Normal,143750
RL,10800,1Story,4,1927,2007,TA,BrkTil,TA,656,Y,SBrkr,968,2,4,1,5,0,1,Fa,WD,Normal,64500
RL,10261,2Story,6,2000,2000,TA,PConc,Gd,936,Y,SBrkr,1792,2,3,1,8,1,2,TA,WD,Normal,186500
RL,17400,1Story,5,1977,1977,TA,CBlock,TA,1126,Y,SBrkr,1126,2,3,1,5,1,2,TA,WD,Normal,160000
RL,8400,1Story,6,1962,2005,Gd,CBlock,TA,1319,Y,SBrkr,1537,1,3,1,7,1,2,TA,COD,Abnorml,174000
RL,9000,1Story,4,1971,1971,TA,PConc,TA,864,Y,SBrkr,864,1,3,1,5,0,2,TA,WD,Normal,120500
RL,12444,1Story,8,2008,2008,Ex,PConc,Ex,1932,Y,SBrkr,1932,2,2,1,7,1,3,TA,New,Partial,394617
RM,7407,1Story,6,1957,1996,TA,CBlock,TA,912,Y,FuseA,1236,1,2,1,6,0,2,TA,WD,Normal,149700
RL,11584,SLvl,7,1979,1979,TA,CBlock,TA,539,Y,SBrkr,1725,2,3,1,6,1,2,TA,WD,Normal,197000
RL,11526,2.5Fin,6,1922,1994,TA,BrkTil,Ex,588,Y,SBrkr,2555,2,3,1,11,1,2,TA,WD,Normal,191000
RM,4426,1Story,6,2004,2004,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,3,1,2,TA,WD,Normal,149300
FV,11003,2Story,10,2008,2008,Ex,PConc,Ex,1017,Y,SBrkr,2007,2,3,1,10,1,3,TA,WD,Normal,310000
RL,8854,1.5Unf,6,1916,1950,TA,BrkTil,TA,952,N,FuseF,952,1,2,1,4,1,1,Po,WD,Normal,121000
RL,8500,1Story,7,2004,2004,Gd,PConc,Gd,1422,Y,SBrkr,1422,2,3,1,7,0,2,TA,WD,Normal,179600
RL,8400,SFoyer,6,1966,1966,TA,CBlock,TA,814,Y,SBrkr,913,1,3,1,6,0,1,TA,WD,Normal,129000
RL,26142,1Story,5,1962,1962,TA,CBlock,TA,1188,Y,SBrkr,1188,1,3,1,6,0,1,TA,WD,Normal,157900
RL,10000,2Story,8,1995,1996,Gd,PConc,Gd,1220,Y,SBrkr,2090,2,3,1,8,1,2,TA,WD,Normal,240000
RL,11767,2Story,4,1910,2000,TA,CBlock,Fa,560,N,SBrkr,1346,1,2,1,6,0,1,TA,WD,Normal,112000
RM,1533,SFoyer,5,1970,1970,TA,CBlock,Gd,630,Y,SBrkr,630,1,1,1,3,0,0,NA,WD,Abnorml,92000
RL,9000,2Story,5,1974,1974,TA,CBlock,Gd,896,Y,SBrkr,1792,2,4,2,8,0,0,NA,WD,Normal,136000
RL,9262,1Story,8,2008,2009,Gd,PConc,Gd,1573,Y,SBrkr,1578,2,3,1,7,1,3,TA,New,Partial,287090
RM,3675,SLvl,5,2005,2005,TA,PConc,Gd,547,Y,SBrkr,1072,1,2,1,5,0,2,TA,WD,Normal,145000
RL,17217,1Story,5,2006,2006,TA,PConc,Gd,1140,Y,SBrkr,1140,1,3,1,6,0,0,NA,WD,Abnorml,84500
FV,7500,1Story,7,2004,2005,Gd,PConc,Gd,1221,Y,SBrkr,1221,2,2,1,6,0,2,TA,WD,Normal,185000
RL,7917,2Story,6,1999,2000,TA,PConc,Gd,953,Y,SBrkr,1647,2,3,1,7,1,2,TA,WD,Normal,175000
RL,13175,1Story,6,1978,1988,TA,CBlock,Gd,1542,Y,SBrkr,2073,2,3,1,7,2,2,TA,WD,Normal,210000
RL,9042,2Story,7,1941,2006,Ex,Stone,TA,1152,Y,SBrkr,2340,2,4,1,9,2,1,TA,WD,Normal,266500
RL,9717,1Story,5,1950,1996,TA,CBlock,TA,1078,Y,FuseA,1078,1,2,1,5,0,1,TA,WD,Normal,142125
RL,9937,1Story,5,1965,1965,Gd,CBlock,TA,1256,Y,SBrkr,1256,1,3,1,6,0,1,TA,WD,Normal,147500
